Country,adaptation_doc,name,subsector_name,title
Jordan,Updated First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Early warning system,"Health 1.5: “Developing new methods and tools for preparing for, coping with, and recovering from outbreaks of climate-sensitive diseases, such as early warning systems based on environmental information” (p. 45) "
Jordan,Updated First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Early warning system,Health 2.1: “Establishing an early warning system to trigger prompt public health intervention when certain variables exceed a defined threshold” (p. 45) 
Jordan,Updated First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Early warning system,Water Resource Management 6: “Improving rainfall early warning systems and reducing flood risks” (p. 36) 
Jordan,Updated First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,Socioeconomic Impacts 1: “Integrating climate resilience in green economic recovery and development plans” (p. 52) 
Jordan,Updated First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,Socioeconomic Impacts 1.1: “Exploring innovative financing options for addressing climate adaptation and resilience projects and programmes with the reduction of availability of domestic resources.” (p. 52) 
Jordan,Updated First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,"Socioeconomic Impacts 1.2: “Explore green economy, circular economy and green innovation as a way to create new and sustainable jobs in the growing green sector (energy, water, waste, agriculture etc.), especially for young people.” (p. 52) "
Jordan,Updated First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,Socioeconomic Impacts 4: “Mobilization of social capital for climate change adaptation” (p. 53) 
Jordan,Updated First Nationally Determined Contribution (NDC),Education,Education: General,Socioeconomic Impacts 6: “Integrating climate change impacts and adaptation into education curricula” (p. 54) 
Jordan,Updated First Nationally Determined Contribution (NDC),Education,Education: General,"Socioeconomic Impacts 6.1: “Raising awareness and engagement through formal and informal education means in climate change, environment and sustainable development in the community and among children and young people” (p. 54) "
Jordan,Updated First Nationally Determined Contribution (NDC),Education,Education: General,"Socioeconomic Impacts 6.2: “Developing an enhanced, unified, common entry level education curriculum that includes new themes on climate change and environment (Raising Climate and Environmental awareness > contextualized materials for Jordan to be disseminated through a) social media b) informal settlements, c) schools d) youth centers and youth innovation incubators)” (p. 54) "
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Coastal Zone Management 2.2: “Increase the capacity of Reef managers to maximize reef resilience and adaptive capacity through application of research outcomes” (p. 49) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Coastal Zone Management 3: “Use of Integrated Coastal Zone Management (ICZM) for enhancing resilience of marine ecosystems” (p. 49) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Coastal Zone Management 4: “Improving monitoring capacities for the state of marine ecosystems” (p. 50) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Coastal Zone Management 2: “Support resilience of coral reefs to climate change impacts” (p. 49) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Coastal Zone Management 2.1: “Increase knowledge of factors determining resilience and adaptive capacity of the Reef ecosystem to climate change.” (p. 49) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,"Coastal Zone Management 3.2: “Identify vulnerable ecosystems to extreme events at the Gulf of Aqaba, and prepare the necessary response and emergency strategies” (p. 49) "
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,"Coastal Zone Management 4.2: “Strengthen database on coastal areas ecosystems, habitats and species "
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Biodiversity and Ecosystems 1: “Increasing the scope of ecosystem based adaptation and climate-based planning in protected areas and special conservation areas” (p. 41) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,"Biodiversity and Ecosystems 1.1: “Conducting a comprehensive review of the National Network of Protected Areas. The revision will aim at identifying/validating climate-vulnerable ecosystems, extending conservation efforts in PA-surroundings and designing buffer zones as deemed necessarily for strengthening the adaptive capacities of key ecological hotspots” (p. 41) "
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,"Biodiversity and Ecosystems 1.2: “Identify and map ‘climate-vulnerable’ species of flora and fauna and their habitat including connections with the need to control invasive species, and create a national plan and monitoring system to support climate vulnerable species” (p. 41) "
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Biodiversity and Ecosystems 1.3: “Prepare adaptive management programmes for climate sensitive habitats in protected areas and special conservation areas.” (p. 41) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Biodiversity and Ecosystems 2: “Using green infrastructure and community participation for ecosystem rehabilitation and restoration” (p. 42) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Biodiversity and Ecosystems 2.1: “Restoration programmes of key sensitive habitats such as forests and coral reefs in the collaboration with NGOs and local communities” (p. 42) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Biodiversity and Ecosystems 2.2: “Strengthen the role of private sector in allocating their Corporate Social Responsibility (CSR) to support green infrastructure measures related to ecosystems and biodiversity adaptation activities” (p. 42) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,"Biodiversity and Ecosystems 2.3: “Gather, compile, document and analyze the traditional local knowledge on ecosystems and biodiversity in relation to climate forecasting to be used in developing participatory community-based green infrastructure adaptation programmes” (p. 42) "
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Biodiversity and Ecosystems 3: “Enhancing the adaptive capacity of ecosystem services against extreme and long term climate change impacts” (p. 42) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Biodiversity and Ecosystems 3.3: “Establish protection measures to ensure minimizing extreme events effects on vulnerable ecosystems” (p. 42) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Biodiversity and Ecosystems 4: “Improving conservation measures and enforcement for climate threatened species and habitats” (p. 42) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Biodiversity and Ecosystems 4.1: “Update and identify key ecosystems that are highly sensitive to climate change” (p. 43) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,"Biodiversity and Ecosystems 4.2: “Establish a clear research design to target indicator species of fauna, flora and ecosystems in order to better understand the climate effects and apply adaptation measures” (p. 43) "
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,"Biodiversity and Ecosystems 4.3: “Develop a recovery and restoration plans for highly threatened ecosystems and species of fauna and flora including the development of clear ex-situ conservation, captive breeding programmes and re-introduction and restoration programmes” (p. 43) "
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,"Biodiversity and Ecosystems 4.4: “Strengthen enforcement of planning and biodiversity conservation legal and institutional frameworks, most notably within the Environment Impact Assessment process” (p. 43) "
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Biodiversity and Ecosystems 5: “Improving conservation measures against emergence and spread of zoonotic infectious diseases” (p. 43) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Biodiversity and Ecosystems 5.1: “Mapping of all critical habitats that include the presence of species that could act as vectors for zoonotic viral diseases and continuous monitoring of such habitats to minimize the risk of the appearance of more animal transmitted infectious diseases in the future.” (p. 43) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Biodiversity and Ecosystems 5.2: “Improving habitat connectivity by linking existing protected areas and designing new ones in areas identified as possible animal-human interactions.” (p. 43) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Biodiversity and Ecosystems 6.1: “Conduct research studies and monitoring programmes on climate change impacts on terrestrial and marine ecosystems and biodiversity.” (p. 44) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Biodiversity and Ecosystems 6.2: “Strengthen the current capacities of research institutes’ for conducting research on climate change impacts on ecosystems and biodiversity at marine and terrestrial parts” (p. 44) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,Biodiversity and Ecosystems 6.3: “Establish a comprehensive programme to monitor climate change impacts on key ecosystems and biodiversity with a focus on using technologies such as GIS” (p. 44) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,"Biodiversity and Ecosystems 6.4: “Conduct research studies on impact of increased CO2 on natural ecosystems and biodiversity and its effects on biomass production, and invasive alien species” (p. 44) "
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,"Biodiversity and Ecosystems 6.5: “Strengthen national research institutions, universities and other NGOs working in the field of ecosystems and biodiversity conservation for facilitation of multidisciplinary research on climate change impact on this sector” (p. 44) "
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,"Biodiversity and Ecosystems 6.6: “Increase and mobilize resources available for the implementation, monitoring and enforcement of the NBSAP” (p. 44) "
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Environment: General,Biodiversity and Ecosystems 6: “Improving field research and monitoring of ecosystem vulnerability to climate change” (p. 43) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Pollution control,Coastal Zone Management 3.5: “Avoid marine pollution from land sources in the Gulf of Aqaba in order to reduce the stress on coral reef and make them less vulnerable” (p. 49) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,Biodiversity and Ecosystems 1.4: “Protect watersheds and forests to sustain surface water flow and improved groundwater reserves” (p. 41) 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,Water Resource Management 7.3: “Rehabilitation and restoration of key watersheds in Jordan for enhanced retention of surface water and recharge to groundwater.  
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,Water Resource Management 7: “Supporting watershed and basin level management of water resources including transboundary water 
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,Water Resource Management 7.1: “Identifying the vulnerability of surface water basins to climate change and developing required adaptation measures.  
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,Water Resource Management 7.2: “Identifying the vulnerability of groundwater basins to climate change and developing required adaptation measures.  
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,"Water Resource Management 7.6: “Developing pragmatic management plans for transboundary watersheds, which are shared with neighboring countries and not sustainably or effectively protected by political agreements. "
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,Water Resource Management 7.4: “Improving the quality of surface and groundwater by enforcing laws to prevent dumping/pollution and/or incentives for cleanup and restoration of watersheds and basins.  
Jordan,Updated First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,"Water Resource Management 7.5: “Ensuring a reliable supply of water to protect and restore critical water-related ecosystems, including forests, wetlands, rivers, aquifers and lakes.  "
Jordan,Updated First Nationally Determined Contribution (NDC),Health,Awareness raising and behavior change,Health 1.2: “Educating and informing the public of the needed measures to protect health from the adverse impacts of climate change” (p. 45) 
Jordan,Updated First Nationally Determined Contribution (NDC),Health,Disease surveillance and control,Biodiversity and Ecosystems 5: “Improving conservation measures against emergence and spread of zoonotic infectious diseases” (p. 43) 
Jordan,Updated First Nationally Determined Contribution (NDC),Health,Disease surveillance and control,Biodiversity and Ecosystems 5.1: “Mapping of all critical habitats that include the presence of species that could act as vectors for zoonotic viral diseases and continuous monitoring of such habitats to minimize the risk of the appearance of more animal transmitted infectious diseases in the future.” (p. 43) 
Jordan,Updated First Nationally Determined Contribution (NDC),Health,Disease surveillance and control,Health 1.3: “Developing climate-informed disease control programs and surveillance systems using meteorological services targeting climate-sensitive diseases” (p. 45) 
Jordan,Updated First Nationally Determined Contribution (NDC),Health,Disease surveillance and control,"Health 1.5: “Developing new methods and tools for preparing for, coping with, and recovering from outbreaks of climate-sensitive diseases, such as early warning systems based on environmental information” (p. 45) "
Jordan,Updated First Nationally Determined Contribution (NDC),Health,Disease surveillance and control,Health 2.1: “Establishing an early warning system to trigger prompt public health intervention when certain variables exceed a defined threshold” (p. 45) 
Jordan,Updated First Nationally Determined Contribution (NDC),Health,Disease surveillance and control,"Health 2.2: “Building the capacity of public health and health care professionals to monitor, diagnose, and treat cases of climate-sensitive health outcomes, even when they change their incidence, seasonality, and geographic range” (p. 46) "
Jordan,Updated First Nationally Determined Contribution (NDC),Health,Health services and assessment,"Health 1.4: “Introducing new indicators that are useful for protecting health, such as Air Quality Index, UV index, in cooperation with the relevant institutions” (p. 45) "
Jordan,Updated First Nationally Determined Contribution (NDC),Health,Health services and assessment,"Health 1.6: “Carrying out a baseline assessment of greenhouse gas emissions of the health system (or health care facilities), including supply chains.” (p. 45) "
Jordan,Updated First Nationally Determined Contribution (NDC),Health,Health services and assessment,"Health 1.7: “Developing an action plan which sets out how Jordan will develop a sustainable low carbon health system (including supply chains) which also considers the role the health sector that can play in reducing exposure to air pollution through its activities and its actions"" (p. 45)  "
Jordan,Updated First Nationally Determined Contribution (NDC),Health,Health: General,Health 1: “Improved understanding of the potential risk on health sector due to climate change” (p. 45) 
Jordan,Updated First Nationally Determined Contribution (NDC),Health,Health: General,Health 1.1: “Updating the climate change and health vulnerability and adaptation assessment (V&A) that was conducted in 2012” (p. 45) 
Jordan,Updated First Nationally Determined Contribution (NDC),Health,Health: General,"Health 1.8: ""Reducing emissions that are under the direct control of the health sector to reach net zero health sector emissions by 2050.” (p. 45)"
Jordan,Updated First Nationally Determined Contribution (NDC),Health,Health: General,Health 2: “Enhancing the adaptive capacity of the health sector” (p. 45) 
Jordan,Updated First Nationally Determined Contribution (NDC),LULUCF/Forestry,Afforestation,"Biodiversity and Ecosystems 3.4: “Conceptual framework combining silvi-cultural, ecological and community-based approaches for afforestation & honeybee foraging” (p. 42) "
Jordan,Updated First Nationally Determined Contribution (NDC),LULUCF/Forestry,LULUCF/Forestry: General,Socioeconomic Impacts 2.5: “Inclusion of climate vulnerability and adaptation measures in municipal and regional land use and masterplans.” (p. 52) 
Jordan,Updated First Nationally Determined Contribution (NDC),LULUCF/Forestry,Land degradation,"Biodiversity and Ecosystems 1.5: “Implement ecosystem-based approaches to adaptation to protect, maintain, and restore degraded habitats with active community” (p. 41) "
Jordan,Updated First Nationally Determined Contribution (NDC),LULUCF/Forestry,Sustainable forest management,"Biodiversity and Ecosystems 3.1: “Develop a national plan for mitigating forests fires incidents including the identification of hazards, training, resources allocation, awareness and knowledge raising and engagement of civil society organizations” (p. 42) "
Jordan,Updated First Nationally Determined Contribution (NDC),LULUCF/Forestry,Wetlands,Biodiversity and Ecosystems 3.2: “Protect wetlands and major watershed areas vulnerable to climate change and enhance law enforcement measures” (p. 42) 
Jordan,Updated First Nationally Determined Contribution (NDC),Social Development,Gender,Socioeconomic Impacts 4.2: “Enhancing capacity of Ministry of Social Development staff to design and deliver climate resilient services to women and the poor” (p. 53) 
Jordan,Updated First Nationally Determined Contribution (NDC),Social Development,Poverty reduction,"Socioeconomic Impacts 2.4: “Enhancing the functions and accuracy of early warning systems against floods, droughts and other climate risks in poverty-stricken areas.” (p. 52) "
Jordan,Updated First Nationally Determined Contribution (NDC),Social Development,Poverty reduction,Socioeconomic Impacts 3: “Integrating climate adaptation into national poverty reduction policies” (p. 53) 
Jordan,Updated First Nationally Determined Contribution (NDC),Social Development,Poverty reduction,Socioeconomic Impacts 3.2: “Adopting poverty fight programmes fostering providing housing for poor people and supporting micro-projects for poor communities in light of unusual severe seasonal cold and hot weather conditions prevailed in the last decade” (p. 53) 
Jordan,Updated First Nationally Determined Contribution (NDC),Social Development,Safety net,Agriculture 2.2: “Strengthen the financial resources available for compensation of farmers after drought” (p. 39) 
Jordan,Updated First Nationally Determined Contribution (NDC),Social Development,Safety net,"Socioeconomic Impacts 3.1: “Improving the existing social protection system to cope with climate change consequences and serve Jordanian segments of society including the poor, orphans, elderly, abused women and children among other vulnerable groups and individuals” (p. 53) "
Jordan,Updated First Nationally Determined Contribution (NDC),Social Development,Safety net,Socioeconomic Impacts 3.3: “Developing emergency relief and aid for areas and communities that are under threat of climate risks.” (p. 53) 
Jordan,Updated First Nationally Determined Contribution (NDC),Social Development,Social Development: General,Socioeconomic Impacts 2.2: “Enhance climate related basic services to rural and vulnerable communities to reduce the negative impact of expected climate change effects” (p. 52) 
Jordan,Updated First Nationally Determined Contribution (NDC),Social Development,Social Development: General,Socioeconomic Impacts 4.1: “Investing in youth as a future decision makers and key stakeholders that will contribute to adaptation to climate change through awareness and empowerment tools.” (p. 53) 
Jordan,Updated First Nationally Determined Contribution (NDC),Social Development,Social Development: General,Socioeconomic Impacts 5: “Integration of human rights values and enhancing climate adaptive capacities of vulnerable groups” (p. 53) 
Jordan,Updated First Nationally Determined Contribution (NDC),Social Development,Social Development: General,"Socioeconomic Impacts 5.1: “Identification through science based evidence and in-depth social and environmental analysis of the current and potential impacts of climate change on most vulnerable groups in Jordan including women, children, poor, disabled and the unemployed.” (p. 54) "
Jordan,Updated First Nationally Determined Contribution (NDC),Social Development,Social Development: General,Socioeconomic Impacts 5.2: “Development of a human rights guidelines and indicators for climate adaptation plans and projects with effective implementation and monitoring tools through policy and legal frameworks.” (p. 54) 
Jordan,Updated First Nationally Determined Contribution (NDC),Tourism,Tourism: General,Cultural Heritage and Tourism 1: “Enhancing the adaptive capacity of cultural heritage sites and infrastructure” (p. 51) 
Jordan,Updated First Nationally Determined Contribution (NDC),Tourism,Tourism: General,Cultural Heritage and Tourism 1.1: “Initiatives and studies to provide the required data and improve understanding of each heritage resource and its vulnerability to climate change;” (p. 51) 
Jordan,Updated First Nationally Determined Contribution (NDC),Tourism,Tourism: General,Cultural Heritage and Tourism 1.2: “To develop and mainstream sustainable policies and plans for climate-change adaptation of built and archeological heritage;” (p. 51) 
Jordan,Updated First Nationally Determined Contribution (NDC),Tourism,Tourism: General,Cultural Heritage and Tourism 1.3: “To develop and mainstream policies and plans for protection and climate-change adaptation of intangible cultural heritage and for the support of local communities whose livelihoods and wellbeing depend on cultural heritage resources;” (p. 51) 
Jordan,Updated First Nationally Determined Contribution (NDC),Tourism,Tourism: General,Cultural Heritage and Tourism 1.4: “To exploit the opportunities for built and archaeological heritage and for intangible heritage to demonstrate value and secure resources” (p. 51) 
Jordan,Updated First Nationally Determined Contribution (NDC),Tourism,Tourism: General,"Cultural Heritage and Tourism 1.5: “To improve engagement and coordination among the various stakeholders in the field, including government and nongovernmental organizations as well as international institutions.” (p. 51) "
Jordan,Updated First Nationally Determined Contribution (NDC),Tourism,Tourism: General,Cultural Heritage and Tourism 2: “Integration of climate adaptation measures in the tourism supply chain and infrastructure” (p. 51) 
Jordan,Updated First Nationally Determined Contribution (NDC),Tourism,Tourism: General,Cultural Heritage and Tourism 2.1: “Introduction of water saving measures and systems in the tourism infrastructure landscape in Jordan especially hotels and restaurants.” (p. 51) 
Jordan,Updated First Nationally Determined Contribution (NDC),Tourism,Tourism: General,"Cultural Heritage and Tourism 2.2: “Safeguarding tourism sites from the impacts of climate change, especially floods and heatwaves through climate proofing studies for existing sites and climate impact prevention for sites to be constructed.” (p. 51) "
Jordan,Updated First Nationally Determined Contribution (NDC),Urban,Buildings,Urban Resilience and Disaster Risk Reduction 1: “Supporting urban green infrastructure interventions for climate resilience” (p. 46) 
Jordan,Updated First Nationally Determined Contribution (NDC),Urban,Buildings,Urban Resilience and Disaster Risk Reduction 1.2: “Introduce climate responsive building techniques and elements to reduce the effect of heat and reduce demand on energy for cooling” (p. 46) 
Jordan,Updated First Nationally Determined Contribution (NDC),Urban,Buildings,Urban Resilience and Disaster Risk Reduction 4: “Improving building efficiency for adapting to increased heat in urban centers” (p. 47) 
Jordan,Updated First Nationally Determined Contribution (NDC),Urban,Buildings,"Urban Resilience and Disaster Risk Reduction 4.2: “Amendments to sector policies and regulations, such as building codes, to reflect climate change risks and direct people towards insulating buildings to reduce energy demand” (p. 48) "
Jordan,Updated First Nationally Determined Contribution (NDC),Urban,Sustainable urban planning,Urban Resilience and Disaster Risk Reduction 1.1: “Preserve natural watercourses in urban areas through streaming flow and exploring the potential for creating new water courses.” (p. 46) 
Jordan,Updated First Nationally Determined Contribution (NDC),Urban,Sustainable urban planning,Urban Resilience and Disaster Risk Reduction 1.3: “Ensure that land use planning in urban areas considers the impacts of climate change and the need to sustain urban ecosystem services” (p. 46) 
Jordan,Updated First Nationally Determined Contribution (NDC),Urban,Sustainable urban planning,Urban Resilience and Disaster Risk Reduction 1.5: “Establishing recreational parks developed and managed by community-based organizations (CBOs)” (p. 47) 
Jordan,Updated First Nationally Determined Contribution (NDC),Urban,Sustainable urban planning,Urban Resilience and Disaster Risk Reduction 1.6: “Providing incentives for rooftop farming in urban areas” (p. 47) 
Jordan,Updated First Nationally Determined Contribution (NDC),Urban,Sustainable urban planning,"Urban Resilience and Disaster Risk Reduction 4.1: “Promote the use of energy saving devices, and raise awareness on the long-term benefits of energy efficiency and saving devices” (p. 48) "
Jordan,Updated First Nationally Determined Contribution (NDC),Urban,Urban: General,Urban Resilience and Disaster Risk Reduction 1.4: “Promote Rainwater Harvesting in urban areas from rooftops” (p. 46) 
Jordan,Updated First Nationally Determined Contribution (NDC),Urban,Urban: General,Urban Resilience and Disaster Risk Reduction 3: “Enhancing community participation at local urban level for climate change resilience” (p. 47) 
Jordan,Updated First Nationally Determined Contribution (NDC),Urban,Urban: General,Urban Resilience and Disaster Risk Reduction 3.1: “Use of existing local based organizations and neighborhood networks to identify and respond to climate risks in urban areas based on participatory consultation and supporting joint actions.” (p. 47) 
Jordan,Updated First Nationally Determined Contribution (NDC),Urban,Urban: General,Urban Resilience and Disaster Risk Reduction 3.2: “Mandating urban municipalities to lead community based initiatives for responding to climate risks through institutional restructuring and capacity development.” (p. 47) 
Jordan,Updated First Nationally Determined Contribution (NDC),Urban,Urban: General,Water Resource Management 5.4: “Promote rainwater harvesting in urban areas from rooftops and greywater reuse both at the institution level and at household level to support vulnerable households and communities” (p. 36) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Wastewater treatment,"Agriculture 3.2: “Water harvesting techniques, maximizing treated waste water re-use in agriculture, improving water use efficiency and the augmentation of drip irrigation in irrigated areas” (p. 39) "
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Wastewater treatment,Water Resource Management 2.4: “Continue with treated wastewater reuse in Jordan Valley and Highlands as a water augmentation tool to save freshwater” (p. 35) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Wastewater treatment,Water Resource Management 5.1: “Promote the use of non-conventional water sources especially treated wastewater for non-domestic water use” (p. 36) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Wastewater treatment,Water Resource Management 5.2: “Increasing of the number and scope of use of decentralized wastewater treatment plants in rural areas.” (p. 36) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Wastewater treatment,Water Resource Management 5.5: “Encouraging water-substitution arrangements for decentralized wastewater treatment solutions at clusters and sub-district levels” (p. 36) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water conservation and reuse,Cultural Heritage and Tourism 2.1: “Introduction of water saving measures and systems in the tourism infrastructure landscape in Jordan especially hotels and restaurants.” (p. 51) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water conservation and reuse,Water Resource Management 4.4: “Enhancing the adaptive capacity of small farmers in Jordan Valley through water user associations for increasing use of reclaimed water for irrigation purposes.” (p. 36) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water conservation and reuse,"Water Resource Management 4.5: “Increasing community awareness, behavioral change and adoption of water conservation measures through WASH centered community behavioral change initiatives.” (p. 36) "
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water conservation and reuse,Water Resource Management 5.4: “Promote rainwater harvesting in urban areas from rooftops and greywater reuse both at the institution level and at household level to support vulnerable households and communities” (p. 36) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water conservation and reuse,Water Resource Management 6.5: “Identifying technological solutions to reduce climate-change induced evaporation of major surface water basins. 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water conservation and reuse,Water Resource Management 7.3: “Rehabilitation and restoration of key watersheds in Jordan for enhanced retention of surface water and recharge to groundwater.  
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water efficiency,Water Resource Management 2.1: “Reducing non-revenue water loss in domestic and irrigation water supply systems through rehabilitation and maintenance of water networks and enforcement of law.” (p. 35) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water efficiency,Water Resource Management 2.3: “Reducing groundwater use for irrigation and enhancing water recharge technologies including managed and artificial groundwater recharge mechanisms” (p. 35) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water efficiency,Water Resource Management 3.3: “Enhancing performance and efficiency of water utilities through technological improvements and capacity development for reducing water loss.” (p. 35) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water efficiency,Water Resource Management 4: “Improved efficiency in water use for sustainable development” (p. 35) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water efficiency,"Water Resource Management 4.2: “Introducing water saving technologies in irrigation schemes such as drip, micro-spray, and night irrigation with careful consideration of environmental impacts on soil salinization.” (p. 36) "
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water efficiency,Water Resource Management 4.3: “Enhancing the use of water efficiency technology at household and business levels in urban and rural settings” (p. 36) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water infrastructure,Water Resource Management 2.2: “Enhancing water storage capacity in natural dams and water retention systems.” (p. 35) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water infrastructure,Water Resource Management 5.3: “Promote desalination programmes for drinking water and irrigation” (p. 36) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water infrastructure,"Water Resource Management 6.2: “Improving flood resilience through food risk management measures, by enhancing flood mitigation infrastructure and measures to respond effectively to floods. "
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water management,Agriculture 2: “Improving drought management systems” (p. 38) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water management,Agriculture 2.1: “Enhancement of the effectiveness of the drought management system available currently in the Ministry of Water and Ministry of Agriculture with direct linkages to climate change adaptation and resilience.” (p. 39) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water management,Agriculture 2.2: “Strengthen the financial resources available for compensation of farmers after drought” (p. 39) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water management,Agriculture 3.3: “Improving soil water storage and retention to maximize plant water availability by maximizing infiltration of rainfall” (p. 39) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water management,"Water Resource Management 1.3: “Adopting a vulnerability approach to determining priority geographical areas and communities for water, sanitation & hygiene (WASH) interventions that aim to expand and improve systems to adapt vulnerable communities to potential climate change impacts.” (p. 34) "
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water management,Water Resource Management 2: “Improved water demand management and reducing gap between water demand and supply” (p. 34) 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water management,"Water Resource Management 3.4: “Enhancing community engagement and stakeholder management approaches through WASH, to strengthen social cohesion and trust between community and water utilities in service delivery and community climate adaptation initiatives.” (p. 35) "
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water management,Water Resource Management 7: “Supporting watershed and basin level management of water resources including transboundary water 
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water management,Water Resource Management 7.1: “Identifying the vulnerability of surface water basins to climate change and developing required adaptation measures.  
Jordan,Updated First Nationally Determined Contribution (NDC),Water,Water management,Water Resource Management 7.2: “Identifying the vulnerability of groundwater basins to climate change and developing required adaptation measures.  
